County,City,Date,Total-Pop,Household,Group Quarters,Total-HU,Single Detached,Single Attached,Two to Four,Five Plus,Mobile Homes,Occupied,Vacancy Rate,Persons per Household
San Luis Obispo,Grover Beach,1/1/17,"13,474","13,285",189,"5,807","3,431",740,879,549,208,"5,248",9.6%,2.53
San Luis Obispo,Grover Beach,1/1/18,"13,422","13,233",189,"5,813","3,437",740,879,549,208,"5,269",9.4%,2.51
San Luis Obispo,Grover Beach,1/1/19,"13,320","13,131",189,"5,820","3,442",740,881,549,208,"5,284",9.2%,2.49
San Luis Obispo,Grover Beach,1/1/20,"13,214","13,025",189,"5,842","3,446",740,884,564,208,"5,304",9.2%,2.46
San Luis Obispo,Morro Bay,4/1/10,"10,234","10,073",161,"6,320","4,538",359,446,491,486,"4,844",23.4%,2.08
San Luis Obispo,Morro Bay,1/1/11,"10,290","10,129",161,"6,344","4,546",359,446,507,486,"4,864",23.3%,2.08
San Luis Obispo,Morro Bay,1/1/12,"10,282","10,121",161,"6,352","4,554",359,446,507,486,"4,871",23.3%,2.08
San Luis Obispo,Morro Bay,1/1/13,"10,318","10,157",161,"6,356","4,558",359,446,507,486,"4,876",23.3%,2.08
San Luis Obispo,Morro Bay,1/1/14,"10,347","10,186",161,"6,365","4,567",359,446,507,486,"4,883",23.3%,2.09
San Luis Obispo,Morro Bay,1/1/15,"10,370","10,209",161,"6,378","4,576",363,446,507,486,"4,893",23.3%,2.09
San Luis Obispo,Morro Bay,1/1/16,"10,403","10,242",161,"6,414","4,585",369,446,528,486,"4,922",23.3%,2.08
San Luis Obispo,Morro Bay,1/1/17,"10,417","10,256",161,"6,441","4,604",372,449,528,488,"4,943",23.3%,2.07
San Luis Obispo,Morro Bay,1/1/18,"10,359","10,198",161,"6,455","4,616",374,449,528,488,"4,954",23.3%,2.06
San Luis Obispo,Morro Bay,1/1/19,"10,269","10,108",161,"6,466","4,626",375,449,528,488,"4,963",23.2%,2.04
San Luis Obispo,Morro Bay,1/1/20,"10,188","10,027",161,"6,491","4,644",380,451,528,488,"4,982",23.2%,2.01
San Luis Obispo,Pismo Beach,4/1/10,"7,655","7,642",13,"5,585","3,217",616,495,497,760,"3,834",31.4%,1.99
San Luis Obispo,Pismo Beach,1/1/11,"7,678","7,665",13,"5,592","3,223",617,495,497,760,"3,841",31.3%,2.00
San Luis Obispo,Pismo Beach,1/1/12,"7,721","7,708",13,"5,605","3,229",617,502,497,760,"3,871",30.9%,1.99
San Luis Obispo,Pismo Beach,1/1/13,"7,926","7,913",13,"5,615","3,238",618,502,497,760,"3,964",29.4%,2.00
San Luis Obispo,Pismo Beach,1/1/14,"8,007","7,994",13,"5,637","3,246",618,516,497,760,"3,999",29.1%,2.00
San Luis Obispo,Pismo Beach,1/1/15,"8,038","8,025",13,"5,649","3,258",618,516,497,760,"4,014",28.9%,2.00
San Luis Obispo,Pismo Beach,1/1/16,"8,211","8,198",13,"5,713","3,318",618,520,497,760,"4,112",28.0%,1.99
San Luis Obispo,Pismo Beach,1/1/17,"8,288","8,275",13,"5,760","3,348",618,520,514,760,"4,163",27.7%,1.99
San Luis Obispo,Pismo Beach,1/1/18,"8,275","8,262",13,"5,797","3,381",618,524,514,760,"4,190",27.7%,1.97
San Luis Obispo,Pismo Beach,1/1/19,"8,237","8,224",13,"5,832","3,413",618,527,514,760,"4,215",27.7%,1.95
San Luis Obispo,Pismo Beach,1/1/20,"8,139","8,126",13,"5,832","3,413",618,527,514,760,"4,215",27.7%,1.93
San Luis Obispo,San Luis Obispo,4/1/10,"45,119","43,937","1,182","20,553","9,541","1,379","2,627","5,524","1,482","19,193",6.6%,2.29
San Luis Obispo,San Luis Obispo,1/1/11,"45,232","44,050","1,182","20,578","9,548","1,379","2,624","5,545","1,482","19,217",6.6%,2.29
San Luis Obispo,San Luis Obispo,1/1/12,"45,320","44,138","1,182","20,663","9,572","1,379","2,634","5,596","1,482","19,297",6.6%,2.29
San Luis Obispo,San Luis Obispo,1/1/13,"45,505","44,323","1,182","20,697","9,588","1,381","2,650","5,596","1,482","19,328",6.6%,2.29
San Luis Obispo,San Luis Obispo,1/1/14,"45,659","44,477","1,182","20,779","9,613","1,381","2,656","5,647","1,482","19,369",6.8%,2.30
San Luis Obispo,San Luis Obispo,1/1/15,"45,875","44,693","1,182","20,887","9,676","1,381","2,662","5,685","1,483","19,459",6.8%,2.30
San Luis Obispo,San Luis Obispo,1/1/16,"45,894","44,712","1,182","20,951","9,693","1,383","2,678","5,714","1,483","19,519",6.8%,2.29
San Luis Obispo,San Luis Obispo,1/1/17,"46,092","44,910","1,182","21,140","9,763","1,387","2,695","5,812","1,483","19,663",7.0%,2.28
San Luis Obispo,San Luis Obispo,1/1/18,"46,015","44,833","1,182","21,273","9,821","1,391","2,717","5,861","1,483","19,787",7.0%,2.27
San Luis Obispo,San Luis Obispo,1/1/19,"45,937","44,630","1,307","21,403","9,882","1,403","2,723","5,912","1,483","19,908",7.0%,2.24
San Luis Obispo,San Luis Obispo,1/1/20,"45,920","44,613","1,307","21,652","10,001","1,449","2,745","5,973","1,484","20,140",7.0%,2.22
San Luis Obispo,Incorporated,4/1/10,"151,519","148,307","3,212","68,765","42,206","4,960","6,784","10,464","4,351","61,639",10.4%,2.41
San Luis Obispo,Incorporated,1/1/11,"152,190","148,784","3,406","68,873","42,273","4,965","6,783","10,501","4,351","61,755",10.3%,2.41
San Luis Obispo,Incorporated,1/1/12,"152,730","149,349","3,381","69,154","42,392","4,973","6,800","10,638","4,351","62,114",10.2%,2.40
San Luis Obispo,Incorporated,1/1/13,"154,496","151,076","3,420","69,319","42,510","4,984","6,828","10,643","4,354","62,663",9.6%,2.41
San Luis Obispo,Incorporated,1/1/14,"155,382","152,097","3,285","69,619","42,639","5,018","6,853","10,754","4,355","62,994",9.5%,2.41
San Luis Obispo,Incorporated,1/1/15,"156,439","153,050","3,389","70,005","42,861","5,050","6,859","10,878","4,357","63,373",9.5%,2.42
San Luis Obispo,Incorporated,1/1/16,"157,110","153,665","3,445","70,342","43,106","5,099","6,890","10,887","4,360","63,809",9.3%,2.41
San Luis Obispo,Incorporated,1/1/17,"157,853","154,372","3,481","70,850","43,350","5,110","6,932","11,097","4,361","64,287",9.3%,2.40
San Luis Obispo,Incorporated,1/1/18,"157,479","154,003","3,476","71,173","43,550","5,117","6,964","11,181","4,361","64,648",9.2%,2.38
San Luis Obispo,Incorporated,1/1/19,"157,086","153,520","3,566","71,619","43,758","5,140","7,031","11,328","4,362","65,097",9.1%,2.36
San Luis Obispo,Incorporated,1/1/20,"156,426","152,864","3,562","72,142","43,954","5,194","7,112","11,516","4,366","65,586",9.1%,2.33
San Luis Obispo,Balance of County,4/1/10,"118,118","104,324","13,794","48,550","37,347","1,485","2,239","1,190","6,289","40,377",16.8%,2.58
San Luis Obispo,Balance of County,1/1/11,"118,061","104,765","13,296","48,637","37,377","1,482","2,239","1,242","6,297","40,493",16.7%,2.59
San Luis Obispo,Balance of County,1/1/12,"119,203","105,145","14,058","48,921","37,633","1,482","2,239","1,242","6,325","40,728",16.7%,2.58
San Luis Obispo,Balance of County,1/1/13,"119,386","106,398","12,988","49,119","37,812","1,484","2,244","1,248","6,331","41,108",16.3%,2.59
San Luis Obispo,Balance of County,1/1/14,"120,709","107,306","13,403","49,413","38,073","1,484","2,244","1,267","6,345","41,403",16.2%,2.59
San Luis Obispo,Balance of County,1/1/15,"120,441","107,978","12,463","49,692","38,331","1,484","2,244","1,267","6,366","41,652",16.2%,2.59
San Luis Obispo,Balance of County,1/1/16,"120,723","108,286","12,437","49,966","38,589","1,487","2,245","1,267","6,378","41,882",16.2%,2.59
San Luis Obispo,Balance of County,1/1/17,"120,732","108,465","12,267","50,199","38,818","1,487","2,247","1,274","6,373","42,076",16.2%,2.58
San Luis Obispo,Balance of County,1/1/18,"121,118","108,225","12,893","50,488","39,079","1,487","2,251","1,274","6,397","42,319",16.2%,2.56
San Luis Obispo,Balance of County,1/1/19,"121,269","108,649","12,620","51,191","39,572","1,493","2,261","1,390","6,475","42,965",16.1%,2.53
San Luis Obispo,Balance of County,1/1/20,"120,833","107,989","12,844","51,491","39,823","1,506","2,277","1,390","6,495","43,217",16.1%,2.50
San Luis Obispo,County Total,4/1/10,"269,637","252,631","17,006","117,315","79,553","6,445","9,023","11,654","10,640","102,016",13.0%,2.48
San Luis Obispo,County Total,1/1/11,"270,251","253,549","16,702","117,510","79,650","6,447","9,022","11,743","10,648","102,248",13.0%,2.48
San Luis Obispo,County Total,1/1/12,"271,933","254,494","17,439","118,075","80,025","6,455","9,039","11,880","10,676","102,842",12.9%,2.47
San Luis Obispo,County Total,1/1/13,"273,882","257,474","16,408","118,438","80,322","6,468","9,072","11,891","10,685","103,771",12.4%,2.48
San Luis Obispo,County Total,1/1/14,"276,091","259,403","16,688","119,032","80,712","6,502","9,097","12,021","10,700","104,397",12.3%,2.48
San Luis Obispo,County Total,1/1/15,"276,880","261,028","15,852","119,697","81,192","6,534","9,103","12,145","10,723","105,025",12.3%,2.49
San Luis Obispo,County Total,1/1/16,"277,833","261,951","15,882","120,308","81,695","6,586","9,135","12,154","10,738","105,691",12.1%,2.48
San Luis Obispo,County Total,1/1/17,"278,585","262,837","15,748","121,049","82,168","6,597","9,179","12,371","10,734","106,363",12.1%,2.47
San Luis Obispo,County Total,1/1/18,"278,597","262,228","16,369","121,661","82,629","6,604","9,215","12,455","10,758","106,967",12.1%,2.45
San Luis Obispo,County Total,1/1/19,"278,355","262,169","16,186","122,810","83,330","6,633","9,292","12,718","10,837","108,062",12.0%,2.43
San Luis Obispo,County Total,1/1/20,"277,259","260,853","16,406","123,633","83,777","6,700","9,389","12,906","10,861","108,803",12.0%,2.40
San Mateo,Atherton,4/1/10,"6,914","6,529",385,"2,530","2,514",16,0,0,0,"2,330",7.9%,2.80
San Mateo,Atherton,1/1/11,"6,928","6,543",385,"2,513","2,497",16,0,0,0,"2,313",8.0%,2.83
San Mateo,Atherton,1/1/12,"6,947","6,562",385,"2,493","2,477",16,0,0,0,"2,292",8.1%,2.86
San Mateo,Atherton,1/1/13,"6,970","6,585",385,"2,477","2,461",16,0,0,0,"2,266",8.5%,2.91
San Mateo,Atherton,1/1/14,"6,964","6,579",385,"2,464","2,448",16,0,0,0,"2,252",8.6%,2.92
San Mateo,Atherton,1/1/15,"6,976","6,591",385,"2,454","2,438",16,0,0,0,"2,242",8.6%,2.94
San Mateo,Atherton,1/1/16,"6,984","6,599",385,"2,453","2,437",16,0,0,0,"2,235",8.9%,2.95
San Mateo,Atherton,1/1/17,"7,012","6,627",385,"2,466","2,441",25,0,0,0,"2,245",9.0%,2.95
San Mateo,Atherton,1/1/18,"7,032","6,647",385,"2,478","2,445",33,0,0,0,"2,251",9.2%,2.95
San Mateo,Atherton,1/1/19,"7,044","6,659",385,"2,492","2,446",46,0,0,0,"2,261",9.3%,2.95
San Mateo,Atherton,1/1/20,"7,031","6,646",385,"2,505","2,453",46,6,0,0,"2,273",9.3%,2.92
San Mateo,Belmont,4/1/10,"25,835","25,321",514,"11,028","6,404",647,333,"3,644",0,"10,575",4.1%,2.39
San Mateo,Belmont,1/1/11,"26,091","25,577",514,"11,033","6,406",650,333,"3,644",0,"10,583",4.1%,2.42
San Mateo,Belmont,1/1/12,"26,370","25,856",514,"11,035","6,408",650,333,"3,644",0,"10,570",4.2%,2.45
San Mateo,Belmont,1/1/13,"26,608","26,094",514,"11,037","6,410",650,333,"3,644",0,"10,512",4.8%,2.48
San Mateo,Belmont,1/1/14,"26,730","26,216",514,"11,042","6,415",650,333,"3,644",0,"10,503",4.9%,2.50
San Mateo,Belmont,1/1/15,"26,896","26,382",514,"11,047","6,420",650,333,"3,644",0,"10,504",4.9%,2.51
San Mateo,Belmont,1/1/16,"26,973","26,459",514,"11,067","6,430",660,333,"3,644",0,"10,487",5.2%,2.52
San Mateo,Belmont,1/1/17,"26,976","26,462",514,"11,070","6,433",660,333,"3,644",0,"10,490",5.2%,2.52
San Mateo,Belmont,1/1/18,"27,017","26,503",514,"11,082","6,435",660,333,"3,654",0,"10,501",5.2%,2.52
San Mateo,Belmont,1/1/19,"26,983","26,469",514,"11,089","6,437",665,333,"3,654",0,"10,508",5.2%,2.52
San Mateo,Belmont,1/1/20,"26,813","26,299",514,"11,097","6,437",665,341,"3,654",0,"10,516",5.2%,2.50
San Mateo,Brisbane,4/1/10,"4,282","4,266",16,"1,934","1,104",235,203,326,66,"1,821",5.8%,2.34
San Mateo,Brisbane,1/1/11,"4,336","4,320",16,"1,941","1,109",235,205,326,66,"1,827",5.9%,2.36
San Mateo,Brisbane,1/1/12,"4,387","4,371",16,"1,943","1,111",235,205,326,66,"1,827",6.0%,2.39
San Mateo,Brisbane,1/1/13,"4,429","4,413",16,"1,943","1,111",235,205,326,66,"1,818",6.4%,2.43
San Mateo,Brisbane,1/1/14,"4,462","4,446",16,"1,949","1,117",235,205,326,66,"1,822",6.5%,2.44
San Mateo,Brisbane,1/1/15,"4,569","4,553",16,"1,984","1,152",235,205,326,66,"1,854",6.6%,2.46
San Mateo,Brisbane,1/1/16,"4,649","4,633",16,"2,016","1,182",235,207,326,66,"1,878",6.8%,2.47
San Mateo,Brisbane,1/1/17,"4,657","4,641",16,"2,022","1,185",235,210,326,66,"1,882",6.9%,2.47
San Mateo,Brisbane,1/1/18,"4,662","4,646",16,"2,028","1,191",235,210,326,66,"1,883",7.1%,2.47
San Mateo,Brisbane,1/1/19,"4,659","4,643",16,"2,032","1,192",235,213,326,66,"1,887",7.1%,2.46
San Mateo,Brisbane,1/1/20,"4,633","4,617",16,"2,035","1,189",235,219,326,66,"1,890",7.1%,2.44
San Mateo,Burlingame,4/1/10,"28,806","28,357",449,"13,027","6,293",569,881,"5,271",13,"12,361",5.1%,2.29
San Mateo,Burlingame,1/1/11,"29,058","28,609",449,"13,025","6,294",569,881,"5,268",13,"12,355",5.1%,2.32
San Mateo,Burlingame,1/1/12,"29,391","28,942",449,"13,025","6,294",569,881,"5,268",13,"12,349",5.2%,2.34
San Mateo,Burlingame,1/1/13,"29,872","29,423",449,"13,074","6,296",569,883,"5,313",13,"12,371",5.4%,2.38
San Mateo,Burlingame,1/1/14,"30,021","29,572",449,"13,074","6,296",569,883,"5,313",13,"12,365",5.4%,2.39
San Mateo,Burlingame,1/1/15,"30,211","29,762",449,"13,077","6,296",569,886,"5,313",13,"12,366",5.4%,2.41
San Mateo,Burlingame,1/1/16,"30,394","29,945",449,"13,114","6,298",575,879,"5,349",13,"12,386",5.6%,2.42
San Mateo,Burlingame,1/1/17,"30,389","29,940",449,"13,114","6,298",575,879,"5,349",13,"12,386",5.6%,2.42
San Mateo,Burlingame,1/1/18,"30,379","29,930",449,"13,116","6,299",576,879,"5,349",13,"12,377",5.6%,2.42
San Mateo,Burlingame,1/1/19,"30,320","29,871",449,"13,120","6,300",579,879,"5,349",13,"12,381",5.6%,2.41
San Mateo,Burlingame,1/1/20,"30,118","29,669",449,"13,125","6,301",579,883,"5,349",13,"12,386",5.6%,2.40
San Mateo,Colma,4/1/10,"1,454","1,425",29,446,205,113,88,30,10,430,3.6%,3.31
San Mateo,Colma,1/1/11,"1,467","1,438",29,446,205,113,88,30,10,430,3.6%,3.34
San Mateo,Colma,1/1/12,"1,462","1,455",7,446,205,113,88,30,10,430,3.6%,3.38
San Mateo,Colma,1/1/13,"1,483","1,476",7,446,205,113,88,30,10,430,3.6%,3.43
San Mateo,Colma,1/1/14,"1,491","1,484",7,446,205,113,88,30,10,430,3.6%,3.45
San Mateo,Colma,1/1/15,"1,500","1,493",7,446,205,113,88,30,10,430,3.6%,3.47
San Mateo,Colma,1/1/16,"1,506","1,499",7,446,205,113,88,30,10,430,3.6%,3.49
San Mateo,Colma,1/1/17,"1,506","1,499",7,446,205,113,88,30,10,430,3.6%,3.49
San Mateo,Colma,1/1/18,"1,493","1,486",7,442,201,113,88,30,10,426,3.6%,3.49
San Mateo,Colma,1/1/19,"1,516","1,509",7,450,209,113,88,30,10,434,3.6%,3.48
San Mateo,Colma,1/1/20,"1,729","1,722",7,517,210,113,88,96,10,499,3.5%,3.45
San Mateo,Daly City,4/1/10,"101,072","100,391",681,"32,576","15,786","4,750","3,749","7,744",547,"31,079",4.6%,3.23
San Mateo,Daly City,1/1/11,"102,068","101,387",681,"32,597","15,801","4,756","3,749","7,744",547,"31,096",4.6%,3.26
San Mateo,Daly City,1/1/12,"103,726","103,045",681,"32,702","15,803","4,764","3,749","7,839",547,"31,225",4.5%,3.30
San Mateo,Daly City,1/1/13,"105,696","105,015",681,"32,720","15,816","4,764","3,754","7,839",547,"31,358",4.2%,3.35
San Mateo,Daly City,1/1/14,"107,191","106,510",681,"32,976","15,819","4,771","3,756","8,083",547,"31,630",4.1%,3.37
San Mateo,Daly City,1/1/15,"107,903","107,222",681,"32,980","15,818","4,776","3,756","8,083",547,"31,642",4.1%,3.39
San Mateo,Daly City,1/1/16,"108,783","108,102",681,"33,029","15,861","4,782","3,756","8,083",547,"31,758",3.8%,3.40
San Mateo,Daly City,1/1/17,"109,030","108,349",681,"33,087","15,914","4,787","3,756","8,083",547,"31,837",3.8%,3.40
San Mateo,Daly City,1/1/18,"109,632","108,951",681,"33,255","15,991","4,807","3,762","8,148",547,"32,000",3.8%,3.40
San Mateo,Daly City,1/1/19,"109,710","109,029",681,"33,363","16,020","4,884","3,764","8,148",547,"32,104",3.8%,3.40
San Mateo,Daly City,1/1/20,"109,142","108,461",681,"33,428","15,953","4,884","3,894","8,148",549,"32,167",3.8%,3.37
San Mateo,East Palo Alto,4/1/10,"28,155","28,001",154,"7,819","4,211",328,267,"2,865",148,"6,940",11.2%,4.03
San Mateo,East Palo Alto,1/1/11,"28,424","28,270",154,"7,821","4,213",328,267,"2,865",148,"6,941",11.3%,4.07
San Mateo,East Palo Alto,1/1/12,"28,878","28,724",154,"7,822","4,214",328,267,"2,865",148,"6,968",10.9%,4.12
San Mateo,East Palo Alto,1/1/13,"29,741","29,587",154,"7,822","4,214",328,267,"2,865",148,"7,073",9.6%,4.18
San Mateo,East Palo Alto,1/1/14,"30,008","29,854",154,"7,823","4,215",328,267,"2,865",148,"7,098",9.3%,4.21
San Mateo,East Palo Alto,1/1/15,"30,236","30,082",154,"7,825","4,217",328,267,"2,865",148,"7,107",9.2%,4.23
San Mateo,East Palo Alto,1/1/16,"30,680","30,526",154,"7,836","4,230",326,267,"2,865",148,"7,179",8.4%,4.25
San Mateo,East Palo Alto,1/1/17,"30,856","30,702",154,"7,860","4,260",320,267,"2,865",148,"7,222",8.1%,4.25
San Mateo,East Palo Alto,1/1/18,"30,990","30,836",154,"7,891","4,276",300,267,"2,900",148,"7,250",8.1%,4.25
San Mateo,East Palo Alto,1/1/19,"30,979","30,825",154,"7,908","4,278",314,267,"2,900",149,"7,266",8.1%,4.24
San Mateo,East Palo Alto,1/1/20,"30,794","30,640",154,"7,917","4,280",321,267,"2,900",149,"7,274",8.1%,4.21
San Mateo,Foster City,4/1/10,"30,567","30,458",109,"12,458","4,662","2,636",907,"4,253",0,"12,016",3.5%,2.53
San Mateo,Foster City,1/1/11,"30,860","30,751",109,"12,458","4,662","2,636",907,"4,253",0,"12,019",3.5%,2.56
San Mateo,Foster City,1/1/12,"31,182","31,073",109,"12,458","4,662","2,636",907,"4,253",0,"11,999",3.7%,2.59
San Mateo,Foster City,1/1/13,"31,429","31,320",109,"12,458","4,662","2,636",907,"4,253",0,"11,918",4.3%,2.63
San Mateo,Foster City,1/1/14,"32,328","32,219",109,"12,765","4,662","2,636",907,"4,560",0,"12,193",4.5%,2.64
San Mateo,Foster City,1/1/15,"32,518","32,409",109,"12,766","4,663","2,636",907,"4,560",0,"12,188",4.5%,2.66
San Mateo,Foster City,1/1/16,"32,533","32,424",109,"12,766","4,663","2,636",907,"4,560",0,"12,139",4.9%,2.67
San Mateo,Foster City,1/1/17,"32,671","32,562",109,"12,840","4,663","2,636",907,"4,634",0,"12,193",5.0%,2.67
San Mateo,Foster City,1/1/18,"32,712","32,572",140,"12,879","4,663","2,636",908,"4,672",0,"12,191",5.3%,2.67
San Mateo,Foster City,1/1/19,"33,211","33,071",140,"13,152","4,663","2,637",908,"4,944",0,"12,428",5.5%,2.66
San Mateo,Foster City,1/1/20,"33,033","32,890",143,"13,174","4,665","2,637",928,"4,944",0,"12,449",5.5%,2.64
San Mateo,Half Moon Bay,4/1/10,"11,324","11,306",18,"4,395","2,753",550,266,294,532,"4,149",5.6%,2.72
San Mateo,Half Moon Bay,1/1/11,"11,455","11,437",18,"4,401","2,757",550,268,294,532,"4,158",5.5%,2.75
San Mateo,Half Moon Bay,1/1/12,"11,586","11,568",18,"4,408","2,764",550,268,294,532,"4,155",5.7%,2.78
San Mateo,Half Moon Bay,1/1/13,"11,668","11,650",18,"4,415","2,770",551,268,294,532,"4,123",6.6%,2.83
San Mateo,Half Moon Bay,1/1/14,"11,744","11,726",18,"4,429","2,772",562,268,294,533,"4,127",6.8%,2.84
San Mateo,Half Moon Bay,1/1/15,"12,060","12,042",18,"4,523","2,781",562,268,379,533,"4,212",6.9%,2.86
San Mateo,Half Moon Bay,1/1/16,"12,382","12,364",18,"4,649","2,790",562,270,494,533,"4,305",7.4%,2.87
San Mateo,Half Moon Bay,1/1/17,"12,408","12,390",18,"4,668","2,806",562,273,494,533,"4,315",7.6%,2.87
San Mateo,Half Moon Bay,1/1/18,"12,450","12,432",18,"4,682","2,819",563,273,494,533,"4,328",7.6%,2.87
San Mateo,Half Moon Bay,1/1/19,"12,480","12,462",18,"4,716","2,849",563,277,494,533,"4,349",7.8%,2.87
San Mateo,Half Moon Bay,1/1/20,"12,431","12,413",18,"4,731","2,856",563,285,494,533,"4,363",7.8%,2.85
San Mateo,Hillsborough,4/1/10,"10,825","10,825",0,"3,912","3,825",75,12,0,0,"3,693",5.6%,2.93
San Mateo,Hillsborough,1/1/11,"10,945","10,945",0,"3,920","3,831",77,12,0,0,"3,699",5.6%,2.96
San Mateo,Hillsborough,1/1/12,"11,081","11,081",0,"3,935","3,841",82,12,0,0,"3,700",6.0%,2.99
San Mateo,Hillsborough,1/1/13,"11,112","11,112",0,"3,945","3,846",87,12,0,0,"3,656",7.3%,3.04
San Mateo,Hillsborough,1/1/14,"11,181","11,181",0,"3,961","3,859",90,12,0,0,"3,659",7.6%,3.06
San Mateo,Hillsborough,1/1/15,"11,322","11,322",0,"3,990","3,873",105,12,0,0,"3,682",7.7%,3.07
San Mateo,Hillsborough,1/1/16,"11,328","11,328",0,"4,009","3,887",110,12,0,0,"3,668",8.5%,3.09
San Mateo,Hillsborough,1/1/17,"11,372","11,372",0,"4,037","3,905",120,12,0,0,"3,683",8.8%,3.09
San Mateo,Hillsborough,1/1/18,"11,413","11,413",0,"4,050","3,915",123,12,0,0,"3,695",8.8%,3.09
San Mateo,Hillsborough,1/1/19,"11,421","11,421",0,"4,063","3,924",127,12,0,0,"3,707",8.8%,3.08
San Mateo,Hillsborough,1/1/20,"11,418","11,418",0,"4,091","3,936",127,28,0,0,"3,733",8.8%,3.06
San Mateo,Menlo Park,4/1/10,"32,026","31,181",845,"13,085","7,225","1,039","1,727","3,066",28,"12,347",5.6%,2.53
San Mateo,Menlo Park,1/1/11,"32,382","31,488",894,"13,098","7,242","1,039","1,723","3,066",28,"12,353",5.7%,2.55
San Mateo,Menlo Park,1/1/12,"32,794","31,903",891,"13,129","7,261","1,051","1,723","3,066",28,"12,365",5.8%,2.58
San Mateo,Menlo Park,1/1/13,"33,023","32,185",838,"13,124","7,257","1,051","1,722","3,066",28,"12,292",6.3%,2.62
San Mateo,Menlo Park,1/1/14,"33,090","32,304",786,"13,117","7,251","1,051","1,721","3,066",28,"12,270",6.5%,2.63
San Mateo,Menlo Park,1/1/15,"33,440","32,651",789,"13,180","7,278","1,087","1,721","3,066",28,"12,324",6.5%,2.65
San Mateo,Menlo Park,1/1/16,"33,494","32,703",791,"13,185","7,283","1,087","1,721","3,066",28,"12,288",6.8%,2.66
San Mateo,Menlo Park,1/1/17,"35,269","34,485",784,"13,921","7,280","1,087","1,725","3,801",28,"12,960",6.9%,2.66
San Mateo,Menlo Park,1/1/18,"35,503","34,698",805,"14,037","7,290","1,088","1,729","3,902",28,"13,034",7.1%,2.66
San Mateo,Menlo Park,1/1/19,"35,454","34,675",779,"14,063","7,292","1,088","1,753","3,902",28,"13,058",7.1%,2.66
San Mateo,Menlo Park,1/1/20,"35,254","34,474",780,"14,082","7,292","1,094","1,753","3,915",28,"13,076",7.1%,2.64
San Mateo,Millbrae,4/1/10,"21,532","21,217",315,"8,372","5,328",292,285,"2,434",33,"7,994",4.5%,2.65
San Mateo,Millbrae,1/1/11,"21,741","21,426",315,"8,383","5,339",292,285,"2,434",33,"7,998",4.6%,2.68
San Mateo,Millbrae,1/1/12,"22,431","22,116",315,"8,562","5,376",292,285,"2,576",33,"8,156",4.7%,2.71
San Mateo,Millbrae,1/1/13,"22,620","22,305",315,"8,562","5,376",292,285,"2,576",33,"8,106",5.3%,2.75
San Mateo,Millbrae,1/1/14,"22,712","22,397",315,"8,562","5,376",292,285,"2,576",33,"8,095",5.5%,2.77
San Mateo,Millbrae,1/1/15,"22,985","22,670",315,"8,616","5,376",292,285,"2,630",33,"8,142",5.5%,2.78
San Mateo,Millbrae,1/1/16,"23,011","22,696",315,"8,619","5,379",292,285,"2,630",33,"8,115",5.8%,2.80
San Mateo,Millbrae,1/1/17,"23,011","22,696",315,"8,620","5,379",293,285,"2,630",33,"8,116",5.8%,2.80
San Mateo,Millbrae,1/1/18,"23,021","22,706",315,"8,620","5,379",293,285,"2,630",33,"8,116",5.8%,2.80
San Mateo,Millbrae,1/1/19,"22,983","22,668",315,"8,624","5,379",297,285,"2,630",33,"8,120",5.8%,2.79
San Mateo,Millbrae,1/1/20,"22,832","22,517",315,"8,628","5,383",297,285,"2,630",33,"8,124",5.8%,2.77
San Mateo,Pacifica,4/1/10,"37,234","37,052",182,"14,523","10,336",948,800,"2,341",98,"13,967",3.8%,2.65
San Mateo,Pacifica,1/1/11,"37,591","37,409",182,"14,531","10,344",948,800,"2,341",98,"13,970",3.9%,2.68
San Mateo,Pacifica,1/1/12,"37,999","37,817",182,"14,533","10,346",948,800,"2,341",98,"13,953",4.0%,2.71
San Mateo,Pacifica,1/1/13,"38,363","38,181",182,"14,539","10,348",948,804,"2,341",98,"13,882",4.5%,2.75
San Mateo,Pacifica,1/1/14,"38,533","38,351",182,"14,542","10,351",948,804,"2,341",98,"13,867",4.6%,2.77
San Mateo,Pacifica,1/1/15,"38,757","38,575",182,"14,541","10,350",948,804,"2,341",98,"13,861",4.7%,2.78
San Mateo,Pacifica,1/1/16,"38,819","38,637",182,"14,547","10,354",948,806,"2,341",98,"13,821",5.0%,2.80
San Mateo,Pacifica,1/1/17,"38,671","38,489",182,"14,510","10,357",948,806,"2,301",98,"13,771",5.1%,2.79
San Mateo,Pacifica,1/1/18,"38,665","38,483",182,"14,502","10,360",952,811,"2,281",98,"13,763",5.1%,2.80
San Mateo,Pacifica,1/1/19,"38,579","38,397",182,"14,505","10,357",955,814,"2,281",98,"13,765",5.1%,2.79
San Mateo,Pacifica,1/1/20,"38,331","38,149",182,"14,515","10,355",955,826,"2,281",98,"13,774",5.1%,2.77
San Mateo,Portola Valley,4/1/10,"4,353","4,309",44,"1,895","1,533",0,38,324,0,"1,746",7.9%,2.47
San Mateo,Portola Valley,1/1/11,"4,398","4,354",44,"1,898","1,536",0,38,324,0,"1,748",7.9%,2.49
San Mateo,Portola Valley,1/1/12,"4,455","4,411",44,"1,900","1,538",0,38,324,0,"1,749",7.9%,2.52
San Mateo,Portola Valley,1/1/13,"4,521","4,477",44,"1,902","1,540",0,38,324,0,"1,749",8.0%,2.56
